"Geographic Area Name (NAME)","2017 NAICS Code (NAICS)","Meaning of NAICS Code (NAICS_LABEL)","Meaning of Establishments located in Metropolitan or Micropolitan Statistical Area indicator (METRO_LABEL)","Year (YEAR)","Number of firms (FIRM)","Number of establishments (ESTAB)","Number of employees (EMP)","(DHS) denominator (DENOM)","Number of establishments born during the last 12 months (ESTABS_ENTRY)","Rate of establishments born during the last 12 months (ESTABS_ENTRY_RATE)","Number of establishments exited during the last 12 months (ESTABS_EXIT)","Rate of establishments exited during the last 12 months (ESTABS_EXIT_RATE)","Number of jobs created from expanding and opening establishments during the last 12 months (JOB_CREATION)","Number of jobs created from opening establishments during the last 12 months (JOB_CREATION_BIRTHS)","Number of jobs created from expanding establishments during the last 12 months (JOB_CREATION_CONTINUERS)","Rate of jobs created from opening establishments during the last 12 months (JOB_CREATION_RATE_BIRTHS)","Rate of jobs created from expanding and opening establishments during the last 12 months (JOB_CREATION_RATE)","Number of jobs lost from contracting and closing establishments during the last 12 months (JOB_DESTRUCTION)","Number of jobs lost from closing establishments during the last 12 months (JOB_DESTRUCTION_DEATHS)","Number of jobs lost from contracting establishments during the last 12 months (JOB_DESTRUCTION_CONTINUERS)","Rate of jobs lost from closing establishments during the last 12 months (JOB_DESTRUCTION_RATE_DEATHS)","Rate of jobs lost from contracting and closing establishments during the last 12 months (JOB_DESTRUCTION_RATE)","Number of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months (NET_JOB_CREATION)","Rate of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months (NET_JOB_CREATION_RATE)","Rate of reallocation during the last 12 months (REALLOCATION_RATE)","Number of firms that exited during the last 12 months (FIRMDEATH_FIRMS)","Number of establishments associated with firm deaths during the last 12 months (FIRMDEATH_ESTABS)","Number of employees associated with firm deaths during the last 12 months (FIRMDEATH_EMP)"
"Iowa","00","Total for all sectors","Total","1988","53,831","65,139","932,547","908,524","6,801","10.499","6,084","9.392","156,458","49,794","106,664","5.481","17.221","109,038","42,178","66,860","4.642","12.002","47,420","5.219","24.003","4,236","4,316","25,109"
"Iowa","00","Total for all sectors","Total","1989","54,343","65,903","990,100","962,153","6,644","10.139","5,901","9.005","163,548","61,238","102,310","6.365","16.998","108,834","39,908","68,926","4.148","11.312","54,714","5.687","22.623","4,205","4,295","25,047"
"Iowa","00","Total for all sectors","Total","1990","55,084","67,010","1,021,670","1,006,109","6,654","10.011","5,574","8.386","145,334","46,566","98,768","4.628","14.445","113,938","33,792","80,146","3.359","11.325","31,396","3.121","22.649","4,087","4,188","23,102"
"Iowa","00","Total for all sectors","Total","1991","55,167","67,902","1,025,600","1,023,992","6,725","9.976","5,743","8.519","136,486","45,927","90,559","4.485","13.329","132,703","41,528","91,175","4.056","12.959","3,783","0.369","25.919","4,050","4,130","23,894"
"Iowa","00","Total for all sectors","Total","1992","55,502","68,520","1,043,188","1,033,627","6,594","9.670","5,934","8.702","155,908","52,098","103,810","5.040","15.084","136,046","44,967","91,079","4.350","13.162","19,862","1.922","26.324","3,926","4,013","24,751"
"Iowa","00","Total for all sectors","Total","1993","56,187","69,032","1,048,491","1,039,067","6,176","8.982","5,636","8.196","139,371","40,438","98,933","3.892","13.413","120,942","35,000","85,942","3.368","11.639","18,429","1.774","23.279","3,791","3,860","18,137"
"Iowa","00","Total for all sectors","Total","1994","56,953","70,181","1,074,690","1,064,237","6,685","9.596","5,650","8.110","144,222","45,414","98,808","4.267","13.552","123,627","41,239","82,388","3.875","11.616","20,595","1.935","23.233","4,010","4,119","22,214"
"Iowa","00","Total for all sectors","Total","1995","57,726","71,316","1,117,264","1,095,838","6,927","9.791","5,788","8.181","156,641","49,011","107,630","4.472","14.294","114,290","39,893","74,397","3.640","10.429","42,351","3.865","20.859","4,086","4,197","24,065"
"Iowa","00","Total for all sectors","Total","1996","57,907","71,837","1,139,267","1,124,725","6,706","9.388","5,902","8.262","153,882","53,103","100,779","4.721","13.682","124,462","36,142","88,320","3.213","11.066","29,420","2.616","22.132","4,195","4,276","22,663"
"Iowa","00","Total for all sectors","Total","1997","57,972","72,101","1,158,957","1,150,849","6,901","9.590","6,620","9.199","175,792","64,943","110,849","5.643","15.275","159,634","58,042","101,592","5.043","13.871","16,158","1.404","27.742","4,382","4,491","27,970"
"Iowa","00","Total for all sectors","Total","1998","58,630","73,030","1,220,382","1,198,208","6,652","9.147","6,032","8.295","171,847","49,357","122,490","4.119","14.342","127,341","39,769","87,572","3.319","10.628","44,506","3.714","21.255","3,988","4,082","21,028"
"Iowa","00","Total for all sectors","Total","1999","58,497","73,450","1,245,418","1,233,540","6,455","8.810","6,086","8.307","175,397","57,770","117,627","4.683","14.219","151,765","48,450","103,315","3.928","12.303","23,632","1.916","24.606","4,230","4,346","24,480"
"Iowa","00","Total for all sectors","Total","2000","58,351","73,572","1,277,313","1,264,129","6,186","8.412","6,121","8.323","167,674","55,910","111,764","4.423","13.264","141,071","48,392","92,679","3.828","11.160","26,603","2.104","22.319","4,095","4,228","23,205"
"Iowa","00","Total for all sectors","Total","2001","57,560","72,872","1,250,060","1,258,879","5,907","8.064","6,665","9.099","143,282","47,495","95,787","3.773","11.382","161,412","49,148","112,264","3.904","12.822","−18,130","−1.440","22.763","4,259","4,411","23,898"
"Iowa","00","Total for all sectors","Total","2002","57,334","72,839","1,229,791","1,245,270","6,817","9.342","7,079","9.701","162,421","64,009","98,412","5.140","13.043","193,083","61,300","131,783","4.923","15.505","−30,662","−2.462","26.086","4,038","4,179","31,271"
"Iowa","00","Total for all sectors","Total","2003","58,060","73,607","1,229,709","1,229,558","6,906","9.433","6,109","8.345","155,742","53,877","101,865","4.382","12.667","155,411","46,376","109,035","3.772","12.640","331","0.027","25.279","3,768","3,855","20,825"
"Iowa","00","Total for all sectors","Total","2004","58,052","73,575","1,242,741","1,235,941","6,338","8.612","6,376","8.664","158,335","45,815","112,520","3.707","12.811","144,396","48,730","95,666","3.943","11.683","13,939","1.128","23.366","4,040","4,122","21,794"
"Iowa","00","Total for all sectors","Total","2005","58,349","74,099","1,265,893","1,254,312","6,539","8.856","6,017","8.149","156,234","50,544","105,690","4.030","12.456","133,250","39,102","94,148","3.117","10.623","22,984","1.832","21.247","4,047","4,132","21,389"
"Iowa","00","Total for all sectors","Total","2006","58,285","75,096","1,299,497","1,282,843","7,749","10.388","6,754","9.054","167,903","58,433","109,470","4.555","13.088","134,410","38,823","95,587","3.026","10.478","33,493","2.611","20.955","4,635","4,743","21,625"
"Iowa","00","Total for all sectors","Total","2007","58,272","75,314","1,295,861","1,297,230","6,767","8.999","6,530","8.684","161,660","49,340","112,320","3.803","12.462","164,563","50,775","113,788","3.914","12.686","−2,903","−0.224","24.924","4,145","4,209","23,239"
"Iowa","00","Total for all sectors","Total","2008","57,609","74,734","1,307,544","1,300,984","6,071","8.094","6,616","8.821","160,822","42,854","117,968","3.294","12.362","147,766","44,328","103,438","3.407","11.358","13,056","1.004","22.716","4,266","4,351","23,074"
"Iowa","00","Total for all sectors","Total","2009","56,820","74,026","1,277,099","1,292,246","5,372","7.211","6,311","8.472","139,987","44,561","95,426","3.448","10.833","170,098","39,765","130,333","3.077","13.163","−30,111","−2.330","21.666","4,223","4,284","24,706"
"Iowa","00","Total for all sectors","Total","2010","56,391","73,817","1,247,126","1,262,146","5,475","7.406","5,686","7.692","122,442","37,329","85,113","2.958","9.701","151,730","42,153","109,577","3.340","12.022","−29,288","−2.320","19.402","3,562","3,636","24,480"
"Iowa","00","Total for all sectors","Total","2011","55,943","73,561","1,256,434","1,251,263","5,545","7.525","5,798","7.868","134,939","39,374","95,565","3.147","10.784","124,338","36,235","88,103","2.896","9.937","10,601","0.847","19.874","3,657","3,730","18,976"
"Iowa","00","Total for all sectors","Total","2012","56,163","73,807","1,282,619","1,270,386","5,731","7.779","5,470","7.424","148,683","36,654","112,029","2.885","11.704","124,215","39,331","84,884","3.096","9.778","24,468","1.926","19.555","3,332","3,405","18,272"
"Iowa","00","Total for all sectors","Total","2013","55,625","73,591","1,297,734","1,289,935","5,396","7.322","5,597","7.595","136,278","39,082","97,196","3.030","10.565","120,551","31,734","88,817","2.460","9.346","15,727","1.219","18.691","3,444","3,489","16,767"
"Iowa","00","Total for all sectors","Total","2014","55,539","73,678","1,308,781","1,303,353","5,272","7.159","5,191","7.049","124,384","36,907","87,477","2.832","9.543","113,504","32,547","80,957","2.497","8.709","10,880","0.835","17.417","3,330","3,426","17,459"
"Iowa","00","Total for all sectors","Total","2015","55,775","74,184","1,330,843","1,319,980","5,711","7.723","5,242","7.089","144,224","42,809","101,415","3.243","10.926","121,463","35,630","85,833","2.699","9.202","22,761","1.724","18.404","3,263","3,336","16,549"
"Iowa","00","Total for all sectors","Total","2016","56,004","75,059","1,348,770","1,339,485","5,865","7.859","4,997","6.696","137,174","40,393","96,781","3.016","10.241","118,681","31,501","87,180","2.352","8.860","18,493","1.381","17.720","3,295","3,373","18,129"
"Iowa","00","Total for all sectors","Total","2017","55,907","75,012","1,354,536","1,350,721","5,644","7.522","5,679","7.569","152,333","39,206","113,127","2.903","11.278","146,156","41,031","105,125","3.038","10.821","6,177","0.457","21.641","3,429","3,499","19,099"
"Iowa","00","Total for all sectors","Total","2018","56,306","75,381","1,365,108","1,360,006","5,627","7.484","5,248","6.980","138,581","36,629","101,952","2.693","10.190","128,217","34,890","93,327","2.565","9.428","10,364","0.762","18.855","3,379","3,564","19,282"
"Iowa","00","Total for all sectors","Total","2019","56,156","75,363","1,384,186","1,373,619","5,352","7.100","5,392","7.153","142,647","34,104","108,543","2.483","10.385","121,626","36,252","85,374","2.639","8.854","21,021","1.530","17.709","3,789","3,887","21,951"
"Iowa","00","Total for all sectors","Total","2020","55,671","74,960","1,389,485","1,385,870","5,471","7.280","5,859","7.796","136,045","39,156","96,889","2.825","9.817","128,967","36,446","92,521","2.630","9.306","7,078","0.511","18.612","4,136","4,243","20,193"
"Kansas","00","Total for all sectors","Total","1978","46,053","53,740","710,125","688,761","7,386","13.969","5,657","10.699","139,644","48,313","91,331","7.014","20.275","97,017","37,750","59,267","5.481","14.086","42,627","6.189","28.171","3,997","4,038","21,634"
"Kansas","00","Total for all sectors","Total","1979","47,398","55,298","760,104","736,290","7,029","12.876","5,612","10.280","138,811","44,363","94,448","6.025","18.853","90,448","32,943","57,505","4.474","12.284","48,363","6.568","24.569","4,017","4,066","19,806"
"Kansas","00","Total for all sectors","Total","1980","47,635","55,637","768,520","764,485","6,326","11.402","6,016","10.843","117,387","40,144","77,243","5.251","15.355","109,615","30,885","78,730","4.040","14.338","7,772","1.017","28.677","4,457","4,499","20,405"
"Kansas","00","Total for all sectors","Total","1981","47,821","56,127","782,283","775,406","6,716","12.023","6,180","11.064","128,391","47,519","80,872","6.128","16.558","116,086","35,052","81,034","4.520","14.971","12,305","1.587","29.942","4,542","4,605","21,307"
"Kansas","00","Total for all sectors","Total","1982","47,335","55,838","766,598","775,549","6,550","11.699","6,852","12.238","111,094","40,638","70,456","5.240","14.325","129,235","40,363","88,872","5.204","16.664","−18,141","−2.339","28.649","4,994","5,053","27,419"
"Kansas","00","Total for all sectors","Total","1983","48,105","56,598","727,818","747,327","6,928","12.321","6,190","11.009","108,262","38,276","69,986","5.122","14.487","146,876","49,246","97,630","6.590","19.654","−38,614","−5.167","28.973","4,390","4,460","21,640"
"Kansas","00","Total for all sectors","Total","1984","49,910","58,589","776,387","752,374","8,037","13.954","6,051","10.506","147,028","51,098","95,930","6.792","19.542","97,668","37,374","60,294","4.967","12.981","49,360","6.561","25.963","4,427","4,474","23,897"
"Kansas","00","Total for all sectors","Total","1985","49,793","58,482","792,005","783,867","7,085","12.105","7,177","12.263","136,290","49,673","86,617","6.337","17.387","119,686","55,003","64,683","7.017","15.269","16,604","2.118","30.537","5,226","5,313","31,083"
"Kansas","00","Total for all sectors","Total","1986","49,547","58,526","811,901","802,804","7,131","12.188","7,097","12.130","136,197","51,992","84,205","6.476","16.965","118,500","42,404","76,096","5.282","14.761","17,697","2.204","29.522","5,240","5,344","26,421"
"Kansas","00","Total for all sectors","Total","1987","49,230","58,396","797,919","794,659","7,124","12.186","7,253","12.407","141,829","63,191","78,638","7.952","17.848","135,518","50,671","84,847","6.376","17.054","6,311","0.794","34.107","4,991","5,078","26,591"
"Kansas","00","Total for all sectors","Total","1988","49,984","59,750","823,157","812,100","7,490","12.670","6,222","10.525","143,426","57,335","86,091","7.060","17.661","121,734","45,414","76,320","5.592","14.990","21,692","2.671","29.980","4,385","4,471","27,776"
"Kansas","00","Total for all sectors","Total","1989","50,127","60,097","867,503","843,137","6,914","11.538","6,567","10.959","167,416","75,373","92,043","8.940","19.856","117,993","43,447","74,546","5.153","13.995","49,423","5.862","27.989","4,767","4,865","26,749"
"Kansas","00","Total for all sectors","Total","1990","50,047","60,145","893,695","880,854","6,533","10.865","6,500","10.810","138,585","47,824","90,761","5.429","15.733","113,735","40,630","73,105","4.613","12.912","24,850","2.821","25.824","4,725","4,830","25,317"
"Kansas","00","Total for all sectors","Total","1991","49,638","60,336","887,157","889,961","6,943","11.534","6,661","11.066","134,223","53,771","80,452","6.042","15.082","139,740","48,244","91,496","5.421","15.702","−5,517","−0.620","30.164","4,648","4,814","30,971"
"Kansas","00","Total for all sectors","Total","1992","49,944","60,950","896,557","891,457","6,723","11.093","6,031","9.951","139,509","50,639","88,870","5.680","15.650","129,626","41,833","87,793","4.693","14.541","9,883","1.109","29.082","3,976","4,044","24,648"
"Kansas","00","Total for all sectors","Total","1993","50,932","61,830","910,880","903,479","6,489","10.570","5,605","9.130","130,279","38,321","91,958","4.241","14.420","115,462","34,023","81,439","3.766","12.780","14,817","1.640","25.559","3,721","3,803","20,723"
"Kansas","00","Total for all sectors","Total","1994","52,035","63,187","942,187","927,332","7,069","11.301","5,799","9.271","143,944","49,344","94,600","5.321","15.522","114,546","38,616","75,930","4.164","12.352","29,398","3.170","24.704","4,047","4,203","22,766"
"Kansas","00","Total for all sectors","Total","1995","52,903","64,427","972,767","957,552","6,994","10.963","5,733","8.986","140,403","49,748","90,655","5.195","14.663","109,860","36,376","73,484","3.799","11.473","30,543","3.190","22.946","4,078","4,170","21,887"
"Kansas","00","Total for all sectors","Total","1996","53,239","65,083","992,559","977,708","6,932","10.731","5,961","9.228","150,271","54,457","95,814","5.570","15.370","120,790","41,377","79,413","4.232","12.354","29,481","3.015","24.709","4,269","4,377","25,520"
"Kansas","00","Total for all sectors","Total","1997","53,708","65,842","1,026,061","1,010,878","7,331","11.197","6,587","10.061","169,832","61,484","108,348","6.082","16.800","139,388","50,277","89,111","4.974","13.789","30,444","3.012","27.578","4,342","4,436","25,460"
"Kansas","00","Total for all sectors","Total","1998","54,389","66,912","1,075,915","1,059,644","7,017","10.544","6,288","9.449","171,073","59,276","111,797","5.594","16.144","138,087","49,442","88,645","4.666","13.031","32,986","3.113","26.063","4,185","4,315","24,740"
"Kansas","00","Total for all sectors","Total","1999","54,432","67,274","1,104,305","1,090,157","6,742","10.049","6,381","9.511","171,813","61,523","110,290","5.644","15.760","142,949","52,824","90,125","4.846","13.113","28,864","2.648","26.225","4,229","4,346","25,253"
"Kansas","00","Total for all sectors","Total","2000","54,493","67,588","1,119,662","1,111,903","6,750","10.008","6,461","9.580","168,220","60,788","107,432","5.467","15.129","153,111","56,308","96,803","5.064","13.770","15,109","1.359","27.540","4,190","4,288","23,443"
"Kansas","00","Total for all sectors","Total","2001","54,137","67,538","1,111,776","1,118,906","6,684","9.891","6,761","10.005","148,011","53,648","94,363","4.795","13.228","162,792","54,549","108,243","4.875","14.549","−14,781","−1.321","26.456","4,358","4,469","25,270"
"Kansas","00","Total for all sectors","Total","2002","54,029","67,759","1,100,667","1,109,460","7,382","10.895","7,376","10.886","174,018","73,317","100,701","6.608","15.685","192,173","63,571","128,602","5.730","17.321","−18,155","−1.636","31.370","4,339","4,475","31,714"
