"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments code (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"Maryland","541511","Custom computer programming services","All establishments","Establishments with 100 to 249 employees","2019","52","864,764","207,126","7,780"
"Maryland","541511","Custom computer programming services","All establishments","Establishments with 250 to 499 employees","2019","8","307,906","77,781","2,571"
"Maryland","541511","Custom computer programming services","All establishments","Establishments with 500 to 999 employees","2019","5","366,873","75,536","3,692"
"Maryland","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2019","429","1,339,420","323,279","11,369"
"Maryland","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","230","48,408","9,680","371"
"Maryland","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","62","46,962","12,281","424"
"Maryland","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","51","78,892","19,273","702"
"Maryland","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","42","149,316","36,996","1,301"
"Maryland","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","21","193,767","49,969","1,568"
"Maryland","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2019","16","295,751","72,084","2,599"
"Maryland","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 250 to 499 employees","2019","3","149,164","36,378","928"
"Maryland","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 500 to 999 employees","2019","3","288,365","59,021","2,393"
"Maryland","541511","Custom computer programming services","S-corporations ","All establishments","2019","1,256","1,695,826","394,714","16,342"
"Maryland","541511","Custom computer programming services","S-corporations ","Establishments with less than 5 employees","2019","884","107,791","21,490","1,186"
"Maryland","541511","Custom computer programming services","S-corporations ","Establishments with 5 to 9 employees","2019","106","76,373","17,658","723"
"Maryland","541511","Custom computer programming services","S-corporations ","Establishments with 10 to 19 employees","2019","97","148,499","33,960","1,297"
"Maryland","541511","Custom computer programming services","S-corporations ","Establishments with 20 to 49 employees","2019","91","326,845","76,304","2,838"
"Maryland","541511","Custom computer programming services","S-corporations ","Establishments with 50 to 99 employees","2019","41","330,084","76,269","3,021"
"Maryland","541511","Custom computer programming services","S-corporations ","Establishments with 100 to 249 employees","2019","30","468,984","111,115","4,335"
"Maryland","541511","Custom computer programming services","S-corporations ","Establishments with 250 to 499 employees","2019","5","158,742","41,403","1,643"
"Maryland","541511","Custom computer programming services","Individual proprietorships","All establishments","2019","70","47,909","12,066","442"
"Maryland","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2019","57","5,430","1,136","79"
"Maryland","541511","Custom computer programming services","Individual proprietorships","Establishments with 10 to 19 employees","2019","3","3,215","1,440","41"
"Maryland","541511","Custom computer programming services","Individual proprietorships","Establishments with 20 to 49 employees","2019","7","21,811","4,987","199"
"Maryland","541511","Custom computer programming services","Partnerships","All establishments","2019","148","256,405","57,982","2,227"
"Maryland","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2019","86","13,522","2,692","138"
"Maryland","541511","Custom computer programming services","Partnerships","Establishments with 5 to 9 employees","2019","15","8,991","2,091","103"
"Maryland","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2019","17","24,636","5,278","232"
"Maryland","541511","Custom computer programming services","Partnerships","Establishments with 20 to 49 employees","2019","18","60,713","14,376","511"
"Maryland","541511","Custom computer programming services","Partnerships","Establishments with 50 to 99 employees","2019","7","65,408","13,866","509"
"Maryland","541511","Custom computer programming services","Partnerships","Establishments with 100 to 249 employees","2019","5","83,135","19,679","734"
"Maryland","541511","Custom computer programming services","Non-profit","All establishments","2019","4","4,041","1,023","55"
"Massachusetts","541511","Custom computer programming services","All establishments","All establishments","2019","1,921","4,533,568","1,030,981","32,576"
